Title: Lithium-Rich Giants in Globular Clusters
Authors: Kirby E.N., Guhathakurta P., Zhang A.J., Hong J., Guo M., Guo R.,
         Cohen J.G.
Table: Stellar Properties and Lithium Abundances
================================================================================
Byte-by-byte Description of file: table_catalog.dat
--------------------------------------------------------------------------------
   Bytes Format Units     Label   Explanations
--------------------------------------------------------------------------------
   1-  8 A8     ---       GC      Globular cluster
  10- 24 A15    ---       Name    Star name
  26- 27 I2     h         RAh     Hour of Right Ascension (J2000)
  29- 30 I2     min       RAm     Minute of Right Ascension (J2000)
  32- 36 F5.2   s         RAs     Second of Right Ascension (J2000)
      38 A1     ---       DE-     Sign of the Declination (J2000)
  39- 40 I2     deg       DEd     Degree of Declination (J2000)
  42- 43 I2     arcmin    DEm     Arcminute of Declination (J2000)
  45- 48 F4.1   arcsec    DEs     Arcsecond of Declination (J2000)
  50- 52 A3     ---       Branch  RGB or AGB star
  54- 58 F5.2   mag       V       Extinction-corrected apparent V magnitude
  60- 63 F4.2   mag       B-V     ? Reddening-corrected B-V color
  65- 68 F4.2   mag       V-I     ? Reddening-corrected V-I color
  70- 74 F5.2   mag       M_V     Extinction-corrected absolute V magnitude
  76- 79 I4     K         Teff    Effective temperature
  81- 84 F4.2   cm/s^2    logg    Surface gravity
  86- 90 F5.2   [Sun]     [Fe/H]  Iron abundance relative to the Sun
  92- 95 F4.2   [Sun]   e_[Fe/H]  Uncertainty in [Fe/H]
      97 A1     ---       LiUL    ? Upper limit flag for A(Li)
  98-102 F5.2   ---       A(Li)   Lithium abundance
 104-107 F4.2   ---     e_A(Li)   ? Uncertainty in A(Li)
--------------------------------------------------------------------------------
NGC 5897 Tes01-ESO-1265  15 17 28.30 -20 59 33.6 RGB 18.52      0.82  3.00 5379 3.42 -1.88 0.12 < 1.89     
NGC 5897 Tes01-ESO-3064  15 17 28.31 -21 00 45.2 RGB 16.99      0.90  1.47 5132 2.71 -2.16 0.11 < 1.47     
NGC 5897 Stet-N5897-S25  15 17 28.45 -21 02 31.0 RGB 17.09 0.71 0.91  1.58 5142 2.74 -2.12 0.11 < 1.65     
NGC 5897 Tes01-ESO-1402  15 17 28.52 -20 59 35.0 RGB 15.56      1.01  0.04 4860 1.99 -2.06 0.11 < 0.81     
NGC 5897 Tes01-ESO-3200  15 17 28.65 -21 00 23.7 RGB 18.12      0.80  2.60 5449 3.27 -2.38 0.14 < 2.15     
NGC 5897 Tes01-ESO-3262  15 17 28.81 -20 59 47.7 RGB 18.39      0.78  2.87 5535 3.41 -2.07 0.13 < 2.11     
NGC 5897 Tes01-ESO-3092  15 17 29.08 -20 59 48.0 RGB 14.85      1.12 -0.67 4675 1.58 -2.09 0.11 < 0.84     
NGC 5897 Tes01-ESO-1865  15 17 29.19 -21 03 05.0 RGB 17.92      0.85  2.40 5243 3.14 -2.17 0.11 < 1.49     
NGC 5897 Tes01-ESO-3158  15 17 29.47 -21 01 38.7 RGB 18.67      0.77  3.15 5571 3.55 -2.07 0.13 < 2.53     
NGC 5897 Tes01-ESO-3322  15 17 29.49 -20 00 16.8 RGB 16.25      0.96  0.73 4936 2.34 -2.17 0.11 < 1.35     
NGC 5897 Tes01-ESO-1637  15 17 29.62 -21 01 48.2 RGB 17.99      0.86  2.47 5248 3.17 -2.22 0.11 < 1.36     
NGC 5897 Tes01-ESO-3211  15 17 29.67 -21 00 02.2 RGB 17.71      0.84  2.19 5317 3.06 -2.17 0.11 < 1.84     
NGC 5897 Tes01-ESO-3134  15 17 29.73 -21 00 34.7 RGB 17.59      0.90  2.07 5100 2.96 -2.35 0.11 < 1.71     
NGC 5897 Tes01-ESO-3069  15 17 29.83 -20 00 39.7 RGB 17.44      0.88  1.92 5142 2.91 -2.09 0.13 < 1.63     
NGC 5897 Tes01-ESO-3078  15 17 30.10 -21 00 21.5 RGB 18.38      0.70  2.86 5842 3.50 -2.73 0.55 < 3.54     
NGC 5897 Tes01-ESO-1551  15 17 30.22 -21 02 35.8 RGB 18.71      0.79  3.20 5476 3.54 -2.05 0.13 < 2.44     
NGC 5897 Tes01-ESO-1356  15 17 30.22 -20 59 28.2 RGB 17.18      0.88  1.66 5189 2.80 -1.91 0.11 < 1.76     
NGC 5897 Tes01-ESO-3067  15 17 30.34 -20 00 39.6 RGB 17.53      0.88  2.02 5143 2.95 -2.12 0.14 < 2.46     
NGC 5897 Tes01-ESO-1839  15 17 30.49 -21 03 42.4 AGB 14.35      1.08 -1.17 4760 1.43 -1.99 0.11 <-0.11     
NGC 5897 Tes01-ESO-1204  15 17 30.76 -20 00 24.1 RGB 16.01      0.99  0.49 4850 2.20 -2.37 0.11 < 1.36     
NGC 5897 Tes01-ESO-1190  15 17 31.40 -20 59 49.9 RGB 14.27      1.20 -1.25 4524 1.26 -2.05 0.11 < 0.32     
NGC 5897 Tes01-ESO-5020  15 17 31.74 -20 59 13.0 RGB 17.25      0.87  1.73 5211 2.85 -2.10 0.13 < 1.85     
NGC 5897 Tes01-ESO-4129  15 17 31.96 -21 01 20.6 RGB 18.74      0.76  3.22 5581 3.59 -2.09 0.14 < 2.16     
NGC 5897 Tes01-ESO-5305  15 17 32.06 -20 00 36.7 RGB 17.16      0.88  1.64 5142 2.80 -2.16 0.12 < 1.75     
NGC 5897 Tes01-ESO-1953  15 17 32.54 -21 03 01.2 RGB 18.50      0.87  2.98 5189 3.37 -2.44 0.12 < 1.74     
NGC 5897 Tes01-ESO-4666  15 17 32.59 -20 58 46.5 RGB 17.32      0.88  1.81 5180 2.87 -1.84 0.11 < 1.74     
NGC 5897 Tes01-ESO-4502  15 17 32.66 -20 00 33.7 RGB 17.45      0.85  1.94 5257 2.94 -2.02 0.13 < 2.08     
NGC 5897 Tes01-ESO-5048  15 17 33.02 -20 58 44.2 RGB 16.90      0.86  1.39 5206 2.70 -2.05 0.11 < 1.50     
NGC 5897 Tes01-ESO-5079  15 17 33.05 -20 01 25.8 RGB 16.07      0.93  0.55 5008 2.29 -2.14 0.11 < 1.35     
NGC 5897 Tes01-ESO-5321  15 17 33.82 -20 01 47.8 RGB 17.42      0.88  1.91 5141 2.91 -2.19 0.13 < 2.21     
NGC 5897 Tes01-ESO-4453  15 17 34.18 -20 00 52.0 RGB 15.97      0.96  0.46 4940 2.22 -2.00 0.11 < 1.46     
NGC 5897 Tes01-ESO-5078  15 17 34.47 -21 01 35.4 RGB 18.00      0.87  2.49 5175 3.16 -2.16 0.12 < 2.28     
NGC 5897 Tes01-ESO-5039  15 17 34.69 -20 59 01.0 RGB 18.41      0.79  2.89 5470 3.41 -2.08 0.19 < 2.67     
NGC 5897 Tes01-ESO-4537  15 17 34.80 -21 00 16.0 RGB 17.59      0.84  2.07 5287 3.01 -2.02 0.11 < 1.84     
NGC 5897 Tes01-ESO-4966  15 17 35.09 -20 59 46.7 RGB 17.68      0.84  2.16 5287 3.05 -2.02 0.14 < 2.28     
NGC 5897 Tes01-ESO-4797  15 17 35.35 -21 01 26.5 RGB 18.43      0.80  2.91 5437 3.40 -2.29 0.13 < 1.99     
NGC 5897 Tes01-ESO-5028  15 17 35.40 -20 59 09.8 RGB 16.54      0.92  1.02 5036 2.50 -2.13 0.11 < 1.53     
NGC 5897 Tes01-ESO-4719  15 17 35.68 -20 59 42.7 RGB 14.62      1.10 -0.89 4674 1.51 -1.98 0.11 <-0.61     
NGC 5897 Tes01-ESO-4822  15 17 36.38 -20 01 09.5 RGB 17.64      0.84  2.12 5283 3.04 -2.08 0.14 < 2.28     
NGC 5897 Tes01-ESO-4634  15 17 36.52 -20 59 12.2 RGB 18.57      0.81  3.05 5426 3.46 -2.46 0.16 < 2.18     
NGC 5897 Tes01-ESO-4924  15 17 36.79 -20 00 05.3 RGB 18.30      0.82  2.78 5359 3.32 -2.03 0.17 < 2.54     
NGC 5897 Stet-N5897-S50  15 17 37.33 -21 00 27.4 AGB 14.35 0.92 1.10 -1.17 4728 1.41 -2.01 0.11 <-0.27     
NGC 5897 Tes01-ESO-4197  15 17 37.38 -20 00 14.6 RGB 16.14      0.94  0.62 4997 2.31 -2.00 0.11 < 1.34     
NGC 5897 Tes01-ESO-4908  15 17 37.56 -21 00 16.2 RGB 17.95      0.84  2.43 5266 3.16 -2.22 0.11 < 1.52     
NGC 5897 Tes01-ESO-4816  15 17 37.63 -21 01 10.9 RGB 17.76      0.81  2.24 5423 3.11 -2.03 0.11 < 1.60     
NGC 5897 Tes01-ESO-5043  15 17 37.80 -20 58 51.0 RGB 17.61      0.84  2.09 5296 3.02 -1.99 0.13 < 2.19     
NGC 5897 Tes01-ESO-4651  15 17 38.88 -20 58 56.9 RGB 18.27      0.80  2.75 5433 3.33 -2.04 0.11 < 1.93     
NGC 5897 Tes01-ESO-4369  15 17 39.26 -21 01 40.1 RGB 18.71      0.77  3.19 5543 3.56 -1.85 0.12 < 2.19     
NGC 5897 Tes01-ESO-4959  15 17 39.46 -20 59 53.4 RGB 14.23      1.16 -1.28 4537 1.29 -2.09 0.11 < 0.06     
NGC 5897 Tes01-ESO-4374  15 17 39.71 -21 01 37.1 RGB 17.22      0.85  1.70 5241 2.85 -2.15 0.11   1.42 0.18
NGC 5897 Tes01-ESO-4212  15 17 40.44 -21 00 03.3 RGB 17.55      0.88  2.03 5167 2.96 -2.19 0.11 < 1.58     
NGC 5897 Tes01-ESO-5080  15 17 40.52 -21 01 26.9 RGB 18.57      0.83  3.05 5344 3.44 -2.43 0.13 < 2.34     
NGC 5897 Tes01-ESO-4406  15 17 40.84 -20 01 14.5 RGB 17.64      0.89  2.13 5110 2.99 -2.16 0.13 < 2.08     
NGC 5897 Tes01-ESO-4482  15 17 41.97 -21 00 42.2 RGB 18.57      0.80  3.05 5432 3.46 -2.01 0.12 < 2.26     
NGC 5897 Tes01-ESO-5313  15 17 42.23 -21 00 16.3 RGB 17.36      0.91  1.84 5046 2.85 -2.08 0.11 < 1.32     
NGC 5897 Tes01-ESO-4490  15 17 42.60 -21 00 35.5 RGB 18.54      0.84  3.02 5307 3.42 -2.12 0.11 < 1.33     
NGC 5897 Tes01-ESO-4219  15 17 45.08 -20 59 51.4 RGB 18.57      0.87  3.05 5201 3.39 -2.42 0.12 < 1.78     
M5       M5-S1174        15 18 10.41 +02 03 32.8 RGB 12.81 1.23 1.28 -1.57 4313 1.05 -1.16 0.11   0.21 0.11
M5       M5-S70          15 18 12.34 +02 05 38.0 RGB 17.59 0.63 0.79  3.21 5442 3.54 -1.25 0.11 < 1.77     
M5       A14381          15 18 17.51 +02 03 31.3 RGB 16.86 0.66 0.86  2.48 5155 3.16 -1.47 0.11 < 0.95     
M5       A20300          15 18 23.61 +02 04 24.5 RGB 14.85 0.76 1.00  0.47 4849 2.18 -1.46 0.11   1.11 0.11
M5       A21207          15 18 27.25 +02 04 31.1 RGB 14.59 0.83 1.05  0.21 4778 2.01 -1.36 0.11 < 0.60     
M5       A19689          15 18 27.88 +02 04 16.7 RGB 16.85 0.60 0.71  2.47 5613 3.31 -1.26 0.11 < 1.81     
M5       A25390          15 18 28.61 +02 05 10.1 RGB 16.95 0.63 0.78  2.57 5255 3.28 -1.35 0.11 < 1.26     
M5       A22885          15 18 29.28 +02 04 46.4 RGB 17.23 0.68 0.74  2.85 5440 3.44 -1.21 0.11 < 1.63     
M5       A23178          15 18 29.58 +02 04 49.1 RGB 16.54 0.64 0.86  2.16 5217 3.03 -1.43 0.11 < 1.30     
M5       M5-S272         15 18 30.48 +02 07 01.1 RGB 13.23 1.07 1.18 -1.15 4433 1.32 -1.27 0.11 <-1.24     
M5       M5-S274         15 18 30.85 +02 06 43.4 RGB 15.42 0.77 0.92  1.04 5004 2.50 -1.34 0.11   1.16 0.13
M5       A21487          15 18 31.43 +02 04 31.9 RGB 14.36 0.79 1.04 -0.01 4748 1.93 -1.42 0.11 < 0.31     
M5       A32100          15 18 31.96 +02 06 11.5 RGB 16.39 0.65 0.83  2.01 5227 2.99 -1.39 0.11 < 1.50     
M5       A18216          15 18 32.26 +02 04 01.1 AGB 15.30 0.71 0.86  0.92 5040 2.51 -1.38 0.11   1.29 0.13
M5       A31424          15 18 35.48 +02 06 03.3 RGB 16.99 0.66 0.83  2.61 5166 3.25 -1.40 0.11 < 0.87     
M5       M5-S407         15 18 35.86 +02 06 35.3 RGB 13.36 1.05 1.14 -1.02 4523 1.40 -1.34 0.11  -0.08 0.17
M5       A18886          15 18 36.13 +02 04 05.4 AGB 14.87 0.73 0.86  0.49 5020 2.33 -1.34 0.11   0.98 0.13
M5       A22992          15 18 36.57 +02 04 44.1 RGB 16.84 0.66 0.77  2.46 5328 3.24 -1.39 0.11 < 1.59     
M5       M5-S460         15 18 37.41 +02 06 33.0 RGB 12.15 1.52 1.52 -2.23 3925 0.53 -1.38 0.11  -0.51 0.10
M5       A26735          15 18 37.66 +02 05 18.4 RGB 15.49 0.71 0.89  1.11 5075 2.56 -1.34 0.11 < 1.09     
M5       M5-S430         15 18 38.44 +02 04 06.6 RGB 17.05 0.65 0.85  2.67 5273 3.26 -1.34 0.11 < 1.70     
M5       A31222          15 18 39.29 +02 05 59.6 RGB 15.75 0.75 0.89  1.37 5071 2.67 -1.31 0.11   1.38 0.12
M5       M5-S502         15 18 39.78 +02 05 16.8 RGB 14.99 0.80 0.95  0.61 4874 2.29 -1.33 0.11   1.08 0.12
M5       A19491          15 18 39.98 +02 04 09.4 RGB 16.57 0.72 0.84  2.19 5241 3.06 -1.38 0.11 < 1.10     
M5       M5-S553         15 18 41.13 +02 05 53.5 RGB 13.69 0.96 1.09 -0.69 4585 1.60 -1.28 0.11 < 0.49     
M5       M5-S538         15 18 41.31 +02 05 02.1 RGB 13.51 1.01 1.13 -0.87 4536 1.48 -1.31 0.11  -0.17 0.19
M5       M5-S595         15 18 42.93 +02 05 52.9 RGB 14.46 0.86 1.01  0.08 4784 2.01 -1.37 0.11 < 0.54     
M5       M5-S579         15 18 43.29 +02 04 22.4 RGB 15.45 0.74 0.92  1.07 5027 2.51 -1.36 0.11 < 0.95     
M5       M5-S563         15 18 43.45 +02 03 08.1 RGB 13.43 1.04 1.14 -0.95 4455 1.44 -1.35 0.11 <-0.62     
M5       A20430          15 18 44.19 +02 04 16.1 RGB 15.79 0.71 0.94  1.41 5057 2.64 -1.40 0.11 < 1.18     
M5       A24303          15 18 44.68 +02 04 52.5 RGB 16.63 0.67 0.87  2.25 5282 3.06 -1.23 0.11 < 1.59     
M5       A26567          15 18 45.21 +02 05 13.4 RGB 14.81 0.82 1.02  0.43 4866 2.14 -1.31 0.11 < 0.75     
M5       M5-S1077        15 18 45.39 +02 04 31.0 AGB 12.63 1.25 1.27 -1.75 4274 0.99 -1.25 0.11 <-0.30     
M5       M5-S654         15 18 46.00 +02 06 15.8 RGB 15.99 0.70 0.88  1.61 5120 2.78 -1.38 0.11 < 1.09     
M5       M5-S638         15 18 46.49 +02 04 10.0 RGB 15.64 0.71 0.91  1.26 5058 2.61 -1.35 0.11 < 0.73     
M5       M5-S640         15 18 46.74 +02 03 51.8 RGB 14.65 0.84 0.99  0.27 4837 2.11 -1.35 0.11 < 0.05     
M5       A14262          15 18 48.38 +02 03 15.8 RGB 15.33 0.77 0.98  0.95 4980 2.41 -1.32 0.11 < 1.25     
M5       A32437          15 18 48.41 +02 06 07.2 RGB 17.05 0.66 0.82  2.67 5279 3.28 -1.33 0.11 < 1.25     
M5       A32250          15 18 49.63 +02 06 04.7 RGB 16.04 0.74 0.85  1.66 5173 2.82 -1.28 0.11 < 1.12     
M5       M5-S681         15 18 51.38 +02 05 11.6 RGB 16.96 0.64 0.85  2.58 5230 3.21 -1.44 0.11 < 1.08     
M5       M5-S682         15 18 51.76 +02 05 38.9 RGB 15.28 0.77 0.94  0.90 4974 2.42 -1.24 0.11 < 1.11     
M5       M5-S690         15 18 52.83 +02 05 25.2 RGB 17.31 0.63 0.82  2.93 5332 3.39 -1.28 0.11 < 1.79     
M5       M5-S685         15 18 53.12 +02 04 33.8 RGB 17.13 0.64 0.83  2.75 5301 3.31 -1.32 0.11 < 1.51     
M5       M5-S695         15 18 54.20 +02 05 48.0 RGB 14.15 0.90 1.03 -0.23 4686 1.85 -1.32 0.11 < 0.23     
M5       A10991          15 18 54.22 +02 02 37.7 RGB 14.87 0.78 0.99  0.49 4836 2.20 -1.47 0.11 <-0.21     
M5       A11413          15 18 55.08 +02 02 42.2 RGB 17.48 0.64 0.80  3.10 5346 3.48 -1.34 0.11 < 2.10     
M5       A18670          15 18 55.95 +02 03 54.4 RGB 16.63 0.67 0.86  2.26 5207 3.07 -1.31 0.11 < 1.63     
M5       M5-S698         15 18 56.44 +02 04 56.1 RGB 17.05 0.66 0.83  2.67 5248 3.27 -1.28 0.11 < 1.48     
M5       A33856          15 18 58.21 +02 06 17.3 RGB 15.95 0.72 0.88  1.57 5104 2.76 -1.38 0.11 < 1.19     
M5       A16753          15 18 59.07 +02 03 35.1 RGB 17.27 0.63 0.84  2.90 5327 3.36 -1.31 0.11 < 1.60     
M5       A28811          15 19 04.09 +02 05 25.8 RGB 14.85 0.79 0.96  0.47 4823 2.23 -1.42 0.11 < 1.45     
Pal 14   Saha05-1207     16 10 54.10 +14 58 33.0 RGB 20.96 0.67 0.86  1.53 5196 2.76 -1.78 0.36 < 4.10     
Pal 14   Saha05-877      16 10 54.72 +14 57 44.4 RGB 21.62 0.73 0.84  2.19 5206 3.06 -0.69 0.24 < 4.16     
Pal 14   Saha05-1219     16 10 54.91 +14 58 36.0 RGB 18.17 1.03 1.13 -1.26 4546 1.33 -1.47 0.11 < 1.25     
Pal 14   Saha05-884      16 10 56.17 +14 57 45.9 RGB 21.87 0.93 0.86  2.44 5179 3.15 -1.90 0.81 < 4.62     
Pal 14   Saha05-613      16 10 58.33 +14 57 16.5 RGB 18.98 0.93 1.04 -0.45 4697 1.75 -1.33 0.11 < 2.02     
Pal 14   Saha05-118      16 10 58.99 +14 55 27.9 RGB 20.21 0.78 0.95  0.77 4900 2.36 -1.44 0.18 < 2.73     
Pal 14   Saha05-637      16 10 59.26 +14 57 19.3 RGB 19.38 0.87 1.00 -0.05 4802 1.97 -1.41 0.12 < 1.57     
Pal 14   Saha05-116      16 11 01.64 +14 55 27.2 RGB 20.74 0.72 0.87  1.31 5177 2.66 -1.38 0.26 < 4.05     
Pal 14   Saha05-176      16 11 01.87 +14 55 56.2 RGB 20.28 0.92 0.90  0.84 5060 2.44 -1.26 0.17 < 2.91     
Pal 14   Saha05-1144     16 11 02.06 +14 58 20.9 RGB 21.06 0.72 0.84  1.63 5253 2.83 -1.07 0.24 < 3.34     
Pal 14   Saha05-134      16 11 06.02 +14 55 38.7 RGB 19.21 0.92 1.01 -0.23 4783 1.88 -1.32 0.11 < 1.81     
Pal 14   Saha05-849      16 11 07.44 +14 57 42.9 RGB 19.77 0.80 0.95  0.34 4920 2.18 -1.56 0.13 < 2.26     
Pal 14   Saha05-80       16 11 08.12 +14 55 09.7 RGB 20.62 0.76 0.88  1.19 5126 2.61 -1.21 0.19 < 4.13     
Pal 14   Saha05-826      16 11 08.17 +14 57 40.2 RGB 20.37 0.77 0.91  0.93 5044 2.47 -1.69 0.20 < 2.59     
M13      944             16 40 52.12 +36 29 25.1 RGB 16.65 0.67 0.82  2.37 5236 3.09 -1.77 0.11 < 2.72     
M13      1589            16 40 58.42 +36 26 05.0 RGB 16.03 0.68 0.85  1.76 5226 2.80 -1.80 0.11 < 1.58     
M13      2263            16 41 01.56 +36 28 00.5 RGB 16.79 0.58 0.84  2.52 5228 3.14 -1.76 0.11 < 1.78     
M13      3048            16 41 04.84 +36 27 45.0 RGB 16.93 0.56 0.82  2.65 5324 3.21 -1.76 0.11 < 1.68     
M13      3299            16 41 05.81 +36 26 30.5 RGB 16.87 0.60 0.81  2.59 5368 3.19 -1.73 0.11 < 1.92     
M13      4349            16 41 09.68 +36 26 45.1 RGB 14.74 0.79 0.94  0.46 4969 2.18 -1.59 0.11 < 1.15     
M13      4420            16 41 09.88 +36 27 42.3 RGB 16.73 0.58 0.82  2.46 5345 3.13 -1.56 0.11 < 1.86     
M13      4478            16 41 10.05 +36 28 24.7 RGB 16.42 0.61 0.85  2.14 5186 2.97 -1.73 0.11 < 1.54     
M13      5075            16 41 11.70 +36 28 28.9 RGB 16.48 0.63 0.83  2.20 5255 3.01 -1.67 0.11 < 1.84     
M13      6088            16 41 13.89 +36 25 02.9 RGB 14.94 0.75 0.92  0.66 4985 2.29 -1.62 0.11 < 1.31     
M13      6966            16 41 15.61 +36 28 16.4 RGB 16.42 0.62 0.76  2.15 5404 3.05 -1.52 0.11 < 1.55     
M13      7253            16 41 16.09 +36 25 23.4 RGB 16.79 0.60 0.81  2.52 5367 3.16 -1.56 0.11 < 1.97     
M13      8049            16 41 17.45 +36 26 34.4 RGB 16.27 0.65 0.84  1.99 5270 2.92 -1.60 0.11 < 1.45     
M13      8167            16 41 17.68 +36 26 12.7 RGB 15.01 0.75 0.92  0.74 4988 2.32 -1.68 0.11 < 1.17     
M13      9273            16 41 19.24 +36 27 14.6 RGB 14.62 0.77 0.94  0.34 4937 2.13 -1.58 0.11 < 0.67     
M13      11131           16 41 21.74 +36 27 55.9 RGB 14.99 0.73 0.90  0.71 4997 2.32 -1.65 0.11 < 1.14     
M13      11585           16 41 22.42 +36 27 35.1 RGB 16.84 0.62 0.77  2.56 5468 3.22 -1.67 0.12 < 2.27     
M13      11595           16 41 22.43 +36 28 07.1 RGB 15.10 0.73 0.89  0.82 5008 2.38 -1.71 0.11 < 0.97     
M13      12357           16 41 23.52 +36 25 49.2 RGB 15.34 0.70 0.88  1.06 5088 2.49 -1.57 0.11 < 0.81     
M13      14715           16 41 26.26 +36 27 15.4 RGB 16.58 0.63 0.82  2.31 5297 3.06 -1.60 0.11 < 1.97     
M13      15488           16 41 27.07 +36 26 50.9 RGB 14.69 0.76 0.94  0.41 4953 2.16 -1.65 0.11 < 1.11     
M13      16301           16 41 27.82 +36 27 12.1 RGB 16.78 0.62 0.81  2.51 5366 3.16 -1.62 0.11 < 2.07     
M13      16538           16 41 28.02 +36 26 06.0 RGB 15.25 0.72 0.90  0.98 5042 2.43 -1.67 0.11 < 1.41     
M13      18029           16 41 29.37 +36 26 42.8 RGB 16.82 0.60 0.81  2.54 5386 3.17 -1.52 0.11 < 1.26     
M13      18466           16 41 29.72 +36 25 50.6 RGB 16.51 0.63 0.83  2.24 5297 3.02 -1.63 0.11 < 1.59     
M13      18625           16 41 29.84 +36 26 30.7 RGB 16.91 0.63 0.82  2.63 5317 3.20 -1.58 0.11 < 1.71     
M13      18633           16 41 29.84 +36 27 52.2 RGB 16.82 0.57 0.85  2.54 5257 3.13 -1.66 0.12 < 1.34     
M13      21256           16 41 31.80 +36 27 44.8 RGB 16.90 0.60 0.83  2.63 5274 3.19 -1.59 0.12 < 2.10     
M13      21821           16 41 32.18 +36 27 04.9 RGB 15.29 0.71 0.89  1.02 5040 2.46 -1.67 0.11 < 1.14     
M13      22295           16 41 32.49 +36 27 57.7 RGB 15.01 0.73 0.91  0.74 4986 2.32 -1.66 0.11 < 1.26     
M13      22773           16 41 32.80 +36 26 09.8 RGB 14.77 0.76 0.94  0.49 4915 2.19 -1.68 0.11   1.14 0.14
M13      23697           16 41 33.39 +36 27 31.7 RGB 16.46 0.63 0.83  2.18 5267 3.00 -1.63 0.11 < 1.60     
M13      23866           16 41 33.50 +36 25 17.8 RGB 16.56 0.60 0.83  2.28 5263 3.05 -1.59 0.11 < 1.58     
M13      26416           16 41 35.04 +36 24 44.9 RGB 15.78 0.66 0.85  1.51 5162 2.70 -1.63 0.11 < 1.26     
M13      27349           16 41 35.56 +36 27 13.1 RGB 16.79 0.59 0.81  2.52 5367 3.16 -1.59 0.12 < 1.71     
M13      29324           16 41 36.61 +36 25 41.3 RGB 16.54 0.60 0.84  2.27 5281 3.03 -1.70 0.11 < 1.64     
M13      29949           16 41 36.93 +36 27 43.9 RGB 16.90 0.60 0.80  2.63 5393 3.22 -1.72 0.13 < 2.64     
M13      31340           16 41 37.62 +36 26 29.1 RGB 16.94 0.58 0.84  2.67 5213 3.19 -1.65 0.11 < 1.85     
M13      32101           16 41 37.99 +36 25 56.4 RGB 15.85 0.65 0.86  1.57 5164 2.72 -1.67 0.11 < 1.45     
M13      32485           16 41 38.17 +36 24 08.5 RGB 16.94 0.59 0.81  2.67 5348 3.23 -1.56 0.11   1.87 0.24
M13      35229           16 41 39.40 +36 25 10.4 RGB 16.84 0.57 0.84  2.56 5244 3.15 -1.62 0.11 < 1.93     
M13      41465           16 41 42.02 +36 25 44.7 RGB 16.62 0.57 0.86  2.34 5201 3.04 -1.66 0.11 < 1.48     
M13      42617           16 41 42.51 +36 25 49.4 RGB 16.17 0.64 0.85  1.89 5239 2.86 -1.57 0.11 < 1.63     
M13      45487           16 41 43.76 +36 24 27.7 RGB 16.43 0.64 0.83  2.15 5265 2.99 -1.68 0.11 < 1.66     
M13      49090           16 41 45.30 +36 25 15.8 RGB 16.47 0.62 0.83  2.20 5292 3.01 -1.64 0.11 < 1.73     
M13      51276           16 41 46.32 +36 25 57.1 RGB 16.83 0.56 0.79  2.55 5374 3.19 -1.55 0.11 < 1.65     
M13      54942           16 41 48.03 +36 26 44.3 RGB 16.87 0.59 0.80  2.60 5423 3.21 -1.49 0.12 < 1.83     
M13      56357           16 41 48.68 +36 25 19.9 RGB 16.42 0.61 0.82  2.14 5263 2.99 -1.64 0.11 < 1.37     
M13      57259           16 41 49.13 +36 24 31.0 RGB 16.19 0.66 0.83  1.91 5221 2.89 -1.62 0.11 < 1.67     
M13      67847           16 41 55.61 +36 27 08.8 RGB 16.54 0.63 0.81  2.26 5347 3.05 -1.66 0.11 < 1.79     
M13      68736           16 41 56.34 +36 27 15.2 RGB 16.08 0.64 0.84  1.81 5236 2.84 -1.66 0.11 < 2.26     
M13      68919           16 41 56.48 +36 25 23.1 RGB 16.91 0.64 0.79  2.63 5405 3.22 -1.41 0.11 < 1.79     
M13      69071           16 41 56.62 +36 27 05.2 RGB 16.53 0.62 0.82  2.26 5297 3.04 -1.72 0.11 < 1.91     
M13      70728           16 41 58.10 +36 25 38.7 RGB 15.18 0.73 0.91  0.90 5010 2.39 -1.68 0.11   1.25 0.36
M13      72340           16 41 59.80 +36 26 23.0 RGB 16.52 0.63 0.85  2.24 5197 3.00 -1.71 0.11 < 1.42     
NGC 6229 736980641808894 16 46 58.49 +47 34 15.5 RGB 20.25 0.63 0.78  2.82 5508 3.39 -1.40 0.16 < 2.20     
NGC 6229 736980641874298 16 47 00.58 +47 28 29.3 RGB 19.94 0.67 0.86  2.51 5249 3.17 -1.34 0.13 < 2.21     
NGC 6229 736980641873930 16 47 00.67 +47 29 29.4 RGB 18.27 0.79 0.93  0.85 5005 2.42 -1.29 0.11   1.58 0.19
NGC 6229 736980641874296 16 47 03.54 +47 28 50.0 RGB 19.83 0.71 0.89  2.40 5101 3.10 -1.40 0.12 < 2.00     
NGC 6229 736980641873940 16 47 04.98 +47 30 22.7 RGB 18.96 0.73 0.85  1.54 5209 2.77 -1.22 0.11 < 1.60     
NGC 6229 736980641808903 16 47 05.14 +47 34 46.9 RGB 19.00 0.75 0.91  1.58 5094 2.74 -1.24 0.11 < 1.55     
NGC 6229 736980641873925 16 47 05.75 +47 30 07.4 RGB 17.38 0.85 1.02 -0.04 4785 1.95 -1.27 0.11 < 1.22     
NGC 6229 736980641874016 16 47 06.07 +47 29 11.9 RGB 19.43 0.69 0.91  2.00 5037 2.91 -1.48 0.12 < 1.45     
NGC 6229 736980641808606 16 47 09.38 +47 33 18.6 AGB 16.67 0.86 1.03 -0.76 4803 1.65 -1.25 0.11 < 0.84     
